08月28日 20:40	YANZiKAii	妈的怎么全是昆山海龙哥？佛了 ​
08月31日 10:06	抒秋518	发表了博文《后沙：龙哥仆街，用国际关系的角度看看》2018年8月27日，农历七月十七。黄历上写：宜斋醮，入殓忌动土，安床在昆山混得走路带风，披金戴银的龙哥，当晚在震川路街口一不小心把刀给掉地上了，对于O后沙：龙哥仆街，用国际关系的角度看看 ​
08月31日 10:06	蓝纶2018	『昆山龙哥的17年江湖人生：从小镇青年，到扑街的花臂大哥』O网页链接 ​
08月31日 10:06	苏明的真理信念	滴滴是互联网+租车，昆山龙哥是互联网+直播、+金融。有意思，都是互联网+，但加来加去，到了人民百姓这里，都变成了减。 ​
08月31日 10:05	富答君敬品法律	如果“昆山龙哥被夺刀反杀”发生在美国 会怎样？ #富答法律咨询# 根据“不退让法”，美国公民在某些情况下使用致命的武力进行“自我防卫”或“坚守阵地”，法律对使用致命武力的人将免除刑事指控，免于法律控诉、攻击、拘留、逮捕和民事诉讼。而一直以来，也正是得益于“不退让法”，美国成为全球对于 ​ 展开全文c
08月31日 10:05	桃源主人大爷叔在上海	『昆山“龙哥”背景再被扒！曾涉足放贷业务 兄弟们对他前呼后拥』O网页链接 ​
08月31日 10:05	用户6621251309	如果“昆山龙哥被夺刀反杀”发生在美国 事件走向如何？ 邀请码10847862--分享自微鲤看看O网页链接微鲤看看 越看越有意思 ​
08月31日 10:05	地产小小兵	昆山龙哥被反杀的案子，激起了网民武力反抗的欲望。我们看顺着他们的欲望会发生什么？案子的本质是什么？不是暴力抢劫，不是仇杀，是无杀人动机的、甚至无犯罪动机的民事纠纷，强调一下，案子本质不是反抗暴力犯罪。法律本质又是什么？是保护强者的还是弱者的？那么，可以知道，如果案子可以无罪，我 ​ 展开全文c
08月31日 10:04	Ken哥哥哟	江苏昆山龙哥砍人被反杀案现在全国关注度很高，相关部门真的可以判个正当防卫，给全国各地的类似案件作判例。虽然判例法是英美法系的做法，但是我们也可以在这里拿来主义，好的方法就拿来用嘛。而且杀人的于师傅老实人一个，家境不好，家中大儿子还是癌症患者，于师傅这样一个老实人为了这个家一直痛 ​ 展开全文c
08月31日 10:03	Yuanxiaoye6	大家骂一下高铁占座男，骂滴滴柳青，骂昆山龙哥。感觉自己正义感爆棚！其实想来，可怜。这种发泄方式，第一，政治正确。第二，热点。 ​
08月31日 10:03	笑靥89	美国发生“昆山龙哥”事件！当事人话音刚落直接被射杀！警方：完美的正当防卫O网页链接 ​
08月31日 10:02	隆程多多	如果昆山的龙哥当初选择在成都混，估计不会死…昨天下午，成都奔驰车撞了出租车，出租车索要700修车费，而奔驰车主只愿出500，最后划拳决定，结果出租车赢了，获赔700。[呲牙] 这才是和谐成都！#和谐成都# @微成都 L隆程多多的微博视频 ​
08月31日 10:02	Janson_lee_	@远方的我1221 正确的理解，正当防卫是把双刃剑，放松正当防卫的判断，斗殴死亡案件将成倍增加！！！为什么大家现在都知道一个理：打架没事，只要没死人，不算什么大事。大家看到街头斗殴也没觉的有什么大不了，因为知道不会死人，打架的人多半是为了解气，哪有什么深仇大恨。昆山案中的龙哥拿出刀来也 ​ 展开全文c
08月31日 10:02	木子美希	如果昆山的龙哥当初选择在合肥混，估计不会死…昨天下午，合肥奔驰车撞了出租车，出租车索要700修车费，而奔驰车主只愿出500，最后划拳决定，结果出租车赢了，获赔700。[呲牙] 这才是和谐社会，也是我爱上合肥的理由！😜 2凉山彝族自治州 · 德州镇 L木子美希的微博视频 ​
08月31日 10:00	木昜羽廾	# 腾讯新闻 # 《如果“昆山龙哥被夺刀反杀”发生在美国 事件走向如何？》O如果“昆山龙哥被夺刀反杀”发生在美国 事件走向如何？ 评：装B不成反丧命的典型！没什么值得同情的，第一在全国扫黑除恶的大环境下，违章在先并手持管制刀具首先危及他人生命安全就足以构成正当防卫的前提，若打虎不死反受其累，对这种恶人果断处决不于防卫过当 ​ 展开全文c
08月31日 12:59	小凡好摄	#追砍电动车主遭反杀#【昆山案“反杀男”：为15岁患癌儿子网络募捐，只筹得4万余元】#小凡报告# 2017年底，在昆山“反杀宝马男”案中成为舆论关注焦点的于海明，正在背负着家庭生活的重担艰难前行。而此时的“宝马男”刘海龙，则时常会来到他开的“聚业典当”中，亲自照看生意。只不过，典当行无 ​ 展开全文c
08月31日 12:59	300阿华田	//分享网易新闻:《昆山龙哥曾将服务生脸打变形 骑车男15岁儿子患癌》 O昆山龙哥曾将服务生脸打变形 骑车男15岁儿子患癌 @网易新闻客户端 #网易新闻# ​
08月31日 12:58	芯谋研究顾文军	从昆山龙哥想到的：不论做分析师还是做专家，永远不能远离产业一线，要提高业务水平，加强实战锻炼。或许很多场合就像靠着自己的名号、名气和名片哄住别人一样，就像多数时刻龙哥靠着自己的“满身纹身”就“不战而胜”，但如果没有一线的实战，出丑就在眼前了！ ​
08月31日 12:57	申式风度	中午吃饭的时候和两个德国同事聊到昆山龙哥事件，问到德国正当防卫的法律条令，他们也说正当防卫判断很复杂，也要case by case.然后说了一句交给律师 ​
08月31日 12:57	梅天毅	#昆山街头砍人案# 如果昆山的龙哥当初选择在成都混，估计不会死…今天下午，成都奔驰车撞了出租车，出租车索要700修车费，而奔驰车主只愿出500，最后划拳决定，结果出租车赢了，获赔700。[呲牙] 这才是和谐社会 L梅天毅的微博视频 ​
08月31日 12:56	醉搞笑视频	从“昆山龙哥”事件中反醒一下，生命该如何敬畏(同步自@新浪看点)O从“昆山龙哥”事件中反醒一下，生命该如何敬畏 ​
08月31日 12:56	杳渺星河月半轮	分享网易新闻 《媒体:如果"昆山龙哥被夺刀反杀"发生在美国会怎样》O媒体:如果"昆山龙哥被夺刀反杀"发生在美国会怎样 来自@网易新闻客户端 #网易新闻# ​
08月31日 12:56	神秘的超越梦想001	分享网易新闻 《媒体:如果"昆山龙哥被夺刀反杀"发生在美国会怎样》O媒体:如果"昆山龙哥被夺刀反杀"发生在美国会怎样 来自@网易新闻客户端 #网易新闻# ​
08月31日 12:56	但斌	如果“昆山龙哥被夺刀反杀”发生在美国 会怎样？ O如果“昆山龙哥被夺刀反杀”发生在美国 会怎样？ ​
08月31日 12:55	billseattle	美国佛州今天 发生美国版 “昆山龙哥事件”。Uber 司机直接射杀试图攻击他的一个小混混。警方短暂调查和视频监控后宣布 开枪者 做的是 “经典正当防卫”。 法律的目的就是保护守法的公民。 ​
08月31日 12:55	300阿华田	//分享网易新闻:《媒体:如果"昆山龙哥被夺刀反杀"发生在美国会怎样》 O媒体:如果"昆山龙哥被夺刀反杀"发生在美国会怎样 @网易新闻客户端 #网易新闻# ​
08月31日 12:53	初夏里的树皮	昆山龙哥案的结局会对社会有深刻影响，是法制进步还是法制僵化进而会连带影响社会风气，端看此举了。 ​
08月31日 12:51	七月49943	针对昆山龙哥砍人事件看过最令我"震撼"的一句话！@凤凰网视频 @昆山 @留几手 ​
08月31日 12:50	AGongTao	《昆山龙哥自己都没想到，死后竟然C位出道了……》龙哥自己估计都没想到，他会这么火！不要问我龙哥是谁，他已经凭借一身满甲红遍大江南北。龙哥今年36岁，...O网页链接 ​
08月31日 12:50	为民探私人调查咨询--徐村	如果昆山的龙哥当初选择在成都混，估计不会出事，成都奔驰车撞了出租车，出租车索要700修车费，而奔驰车主只愿出500，接下来划拳扯平，然后石头剪刀布，最后出租车赢了，获赔700。和谐成都 2成都 L为民探私人调查咨询--徐村的微博视频 ​
08月31日 12:50	蒋佩茹医生	中午开心一刻如果昆山的龙哥当选择在成都混，估计不会死…昨天下午，成都奔驰车撞了出租车，出租车索要700修车费，而奔驰车主只愿出500，最后划拳决定，结果出租车赢了，获赔700。这才是和谐社会！ L蒋佩茹医生的微博视频 2上海·虹口区妇幼保健院 ​
08月31日 12:50	左斯汀	#昆山龙哥#龙哥悔的肠子都出来了 ​
08月31日 12:49	童大焕	美国发生“昆山龙哥”事件！当事人话音刚落直接被射杀！警方：完美的正当防卫！O美国发生“昆山龙哥”事件！当事人话音刚落直接被射杀！警方：完美的正当防卫！ ​
08月31日 12:49	五色蕴五行	#闲扯一句# 细思恐极：昆山龙哥案，如果没有警察中的好事者把视频发到网上，并被一定程度“炒作”，使之暴露于网络天下，成为举世关注的热点，而是按部就班，作为一般斗殴伤害致死案件处理，这件事情是不是就悄无声息了？那位伤害犯如果在狱中再次“死于斗殴”，恐怕也是顺理成章，无人问津的微末小事 ​ 展开全文c
08月31日 12:49	Season82540	看了昆山龙哥的视频，有人说电动小哥不应该再追至车里连续砍杀龙哥，我就呵呵了，换个角度看，如果他不把龙哥致死，那么第二天横死街头的就是他了！ ​
08月31日 12:49	酌情不过如此	从滴滴事件到高铁霸坐男再到昆山龙哥，让后又让本是已经道歉的霸坐男再次复出，总感觉幕后有黑手要压事情希望是假的，明天还能见到我 ​
08月31日 12:48	行走的规则	昆山我龙哥，送刀砍到脖！从宝马男砍人到被砍事件中，得出以下观点： 1. 人不能太嚣张，低调点，没错； 2.纹身只是看去酷，实战中没有任何帮助；3.开宝马的不一定比骑电车的实力强；4.没事别在车上放刀，否则可能会成为杀自己的凶器；5.人多不一定管用，有时看谁更狠；6.没事时多健身， ​ 展开全文c
08月31日 12:47	人民日报	【“天安社”早在2017年就被北京警方剿灭，请别再传谣了】近日，昆山“反杀”事件引关注，一个名为“天安社”的团体被挖出。因涉及敲诈勒索等犯罪行为，2017年3月，“天安社”已被北京公安机关剿灭。目前网上流传的视频和画面，是过去他们在网络平台留下的痕迹。而昆山“龙哥”和“天安社”毫无关系。 ​ 展开全文c
08月31日 12:47	CieenL	最近的昆山龙哥事件，想起了美国狙击手里面的一段话，这世上有三种人，羊，牧羊犬，狼，有些人更愿意相信世上本无邪恶，但是有一天当危险降临，无法自保的这部分人是羊，而专门用暴力捕食欺凌弱者的这部分是狼，还有那些生来就幸运的拥有进攻能力，与不可抵抗的保护欲，这些人是能与浪对垒的稀有品种， ​ 展开全文c
08月31日 12:46	陆秋丹fantasy	疆独分子当年在昆明火车站广场大肆屠戮，被赶来的特警一一击毙。持刀砍人是带有反社会，恐怖主义的行为 按理说就是该被当场击毙，昆山龙哥此时就类似于疆独那样的危险分子。所以法官在量刑的时候，是不是应该把纹身男持刀攻击的行为先定性为恐怖主义，再谈其他。 ​
08月31日 12:46	企业生态链	高铁霸座渣男，发视频感谢滴滴，调侃他同物种“昆山龙哥”。 O网页链接 ​
08月31日 12:44	莺23110	如果昆山的龙哥当初选择在成都混，估计不会死…昨日，成都奔驰车撞了出租车，出租车索要700修车费，而奔驰车主只愿出500，最后石头剪刀布，结果出租车赢了，获赔700😂 L莺23110的微博视频 ​
08月31日 12:42	道明本	美国 美国“昆山龙哥“枪击司机被反杀 警方:正当防卫,美国 枪击 网约车 警长 （分享自 @网易新闻） O美国"昆山龙哥"枪击司机被反杀 警方:正当防卫 ​
08月31日 12:41	李国安乐悠悠05	《锐参考 | 如果“昆山龙哥被夺刀反杀”发生在美国……》江苏昆山街头的一场命案，正空前搅动国内舆论。O网页链接 ​
08月31日 12:40	不歪是正	如果“昆山龙哥被夺刀反杀”发生在美国……（来自：@东方头条） O如果“昆山龙哥被夺刀反杀”发生在美国…… ​
